year,zip,dog_bite_count,median_days_on_market,active_listing_count,median_listing_price,median_listing_price_per_square_foot
2021,10035,9,82.5,30.0,696312.5,757.0
2021,10036,9,81.5,139.5,1345000.0,1621.0
2021,10038,10,80.5,100.0,1772494.0,1469.5
2021,10039,9,64.5,18.0,628688.0,804.5
2021,10040,9,84.0,18.0,542250.0,606.0
2021,10065,33,96.0,345.0,1947500.0,1519.5
2021,10069,1,92.0,71.5,2758750.0,1847.5
2021,10075,6,70.0,212.0,1774500.0,1514.5
2021,10128,27,81.0,296.5,1643500.0,1370.0
2021,10280,1,76.5,42.0,830500.0,1119.5
2021,10282,2,57.0,2.0,2295000.0,1864.5
2021,10301,12,69.0,130.5,599097.0,367.0
2021,10302,1,45.0,25.5,532237.5,348.0
2021,10303,10,55.0,51.0,476750.0,341.5
2021,10304,14,73.0,112.0,649850.0,396.0
2021,10305,9,58.0,117.0,646875.0,436.5
2021,10306,9,55.0,128.0,679583.0,449.5
2021,10307,5,59.0,43.5,843250.0,391.0
2021,10308,1,52.5,59.0,681100.0,426.5
2021,10309,16,44.5,77.0,794799.5,384.0
2021,10310,13,52.0,41.0,613000.0,400.5
2021,10312,8,46.0,122.5,717472.0,404.5
2021,10314,17,43.0,129.0,669237.5,429.5
2021,10451,9,61.5,28.0,298425.0,356.0
2021,10452,21,73.5,14.0,186098.5,225.0
2021,10453,18,79.5,4.0,441375.0,248.5
2021,10454,8,48.0,2.0,1023125.0,429.0
2021,10455,18,72.5,7.0,297500.0,260.0
2021,10456,12,72.0,19.0,340250.0,298.5
2021,10457,17,79.5,14.5,529550.0,245.5
2021,10458,12,55.0,19.5,230500.0,264.5
2021,10459,9,71.5,19.0,283375.0,271.5
2021,10460,16,78.0,21.5,182249.5,200.5
2021,10461,18,54.5,39.0,594625.0,379.0
2021,10462,18,68.0,123.0,230750.0,299.5
2021,10463,30,85.5,226.5,392000.0,360.0
2021,10465,12,52.0,85.5,578975.0,403.0
2021,10466,13,61.0,38.0,537875.0,334.5
2021,10467,24,78.5,56.0,215625.0,262.5
2021,10468,9,75.5,48.0,212000.0,263.5
2021,10469,13,46.5,36.0,573750.0,364.5
2021,10470,6,52.5,17.0,207725.0,242.0
2021,10471,5,75.0,157.5,377750.0,385.5
2021,10472,16,51.5,6.5,448429.0,236.5
2021,10473,26,57.0,41.0,393812.5,359.5
2021,10474,3,100.0,1.0,110000.0,132.0
2021,10475,5,87.5,3.0,449000.0,341.0
2021,10524,1,60.5,24.0,922250.0,340.5
2021,10538,1,55.5,69.5,738000.0,433.5
2021,10550,1,43.5,16.5,447500.0,240.0
2021,10566,1,42.5,53.0,330200.0,229.5
2021,10579,1,39.0,27.5,499000.0,270.5
2021,10591,1,43.0,48.0,706375.0,403.5
2021,10701,2,51.0,75.0,282775.0,264.0
2021,10703,1,48.5,33.5,304625.0,250.5
2021,10710,1,51.0,81.5,406945.5,310.0
2021,11001,1,42.0,49.5,743844.5,475.0
2021,11004,3,54.5,33.0,679499.5,511.0
2021,11040,2,48.5,103.0,824937.5,509.5
2021,11101,22,147.0,306.5,995041.0,1317.0
2021,11102,12,89.5,33.5,737500.0,964.5
2021,11103,8,80.0,16.0,743625.0,785.5
2021,11104,9,78.5,39.0,403000.0,644.5
2021,11105,8,90.0,31.0,682750.0,982.5
2021,11106,7,74.0,51.5,608000.0,863.5
2021,11109,4,88.0,14.5,626250.0,729.5
2021,11201,12,75.5,372.0,1495000.0,1393.0
2021,11203,7,86.5,75.5,615000.0,428.0
2021,11204,4,65.5,49.5,821750.0,691.5
2021,11205,6,64.0,42.5,937375.0,959.5
2021,11206,22,83.0,25.0,843750.0,829.0
2021,11207,28,68.0,57.5,619375.0,483.5
2021,11208,31,75.0,31.0,726250.0,426.5
2021,11209,27,79.0,185.0,463750.0,536.5
2021,11210,6,70.0,82.0,778500.0,533.0
2021,11211,25,70.5,92.0,1280750.0,1220.0
2021,11212,11,81.0,17.0,593250.0,467.0
2021,11213,13,78.0,35.5,909625.0,631.5
2021,11214,7,88.0,114.5,630625.0,578.5
2021,11215,16,58.0,152.0,1572125.0,1211.5
2021,11216,13,59.5,55.0,949250.0,785.0
2021,11217,7,56.0,77.0,1473750.0,1205.0
2021,11218,12,61.0,85.0,675500.0,642.5
2021,11219,7,80.0,30.0,719250.0,769.0
2021,11220,17,85.0,52.5,649500.0,761.5
2021,11221,19,75.0,88.5,849000.0,779.0
2021,11222,20,66.0,67.0,1354750.0,1154.5
2021,11223,13,74.0,71.0,739112.5,594.0
2021,11224,14,86.0,105.0,462500.0,449.0
2021,11225,12,93.5,94.0,731500.0,958.0
2021,11226,14,90.5,146.0,609906.5,914.5
2021,11228,4,61.5,47.5,1024125.0,730.5
2021,11229,22,86.0,210.5,521750.0,474.0
2021,11230,5,82.5,144.0,416125.0,456.0
2021,11231,5,58.0,63.0,1800000.0,1116.0
2021,11232,8,65.0,28.5,557500.0,748.0
2021,11233,20,76.5,62.5,811250.0,706.0
2021,11234,27,82.0,238.0,769000.0,497.5
2021,11235,14,92.5,345.0,528062.5,522.0
2021,11236,22,80.5,55.0,572000.0,451.5
2021,11237,9,70.0,17.0,679000.0,880.0
2021,11238,15,51.0,94.5,1190000.0,1113.5
2021,11354,12,76.5,300.5,579750.0,794.5
2021,11355,6,77.5,226.0,579550.0,748.5
2021,11356,10,72.5,57.0,809750.0,705.0
2021,11357,10,68.5,154.5,816500.0,545.0
2021,11358,15,57.0,62.0,902736.0,622.5
2021,11360,8,80.0,160.0,470972.0,501.0
2021,11361,11,61.0,62.5,718250.0,643.5
2021,11362,2,60.0,87.0,490125.0,506.0
2021,11363,2,81.5,38.0,1248750.0,557.0
2021,11364,11,68.5,158.5,336312.5,494.5
2021,11365,17,54.0,53.0,868500.0,622.5
2021,11366,7,61.5,21.0,948750.0,663.0
2021,11367,5,70.5,145.5,433750.0,607.0
2021,11368,28,87.0,113.5,451750.0,580.0
2021,11369,16,95.5,67.5,358375.0,370.5
2021,11370,10,61.5,25.0,461250.0,628.5
2021,11372,14,82.5,234.0,399000.0,499.0
2021,11373,28,78.5,161.5,398837.5,472.0
2021,11374,12,73.5,240.0,399736.0,458.0
2021,11375,14,82.5,463.5,423944.0,464.0
2021,11377,23,79.0,132.5,486250.0,623.5
2021,11378,21,60.0,36.5,751500.0,568.5
2021,11379,12,56.0,46.5,779250.0,614.0
2021,11385,21,57.5,44.0,777094.0,572.0
2021,11411,2,56.0,27.0,636500.0,454.5
2021,11412,10,52.5,56.5,634487.5,406.5
2021,11413,12,60.0,48.5,649750.0,413.5
2021,11414,8,63.0,112.0,334559.5,392.5
2021,11415,3,77.5,106.0,299450.0,356.0
2021,11416,6,54.0,11.5,696500.0,491.0
2021,11417,7,59.0,32.0,654499.5,531.5
2021,11418,11,71.0,59.5,612500.0,537.0
2021,11419,11,71.5,28.0,672500.0,501.5
2021,11420,12,60.0,48.5,661000.0,513.0
2021,11421,12,77.5,61.0,629500.0,493.0
2021,11422,7,55.5,25.5,597750.0,418.0
2021,11423,5,78.0,52.0,622587.5,440.0
2021,11426,10,50.0,41.0,645360.5,483.5
2021,11427,5,69.0,55.5,319724.0,526.0
2021,11428,4,57.0,26.0,712000.0,475.5
2021,11429,5,65.0,34.0,611625.0,404.5
2021,11432,10,78.0,107.5,392000.0,438.0
2021,11433,13,78.5,46.5,574750.0,450.0
2021,11434,20,73.0,72.5,582500.0,448.5
2021,11435,19,78.5,117.0,307247.5,339.5
2021,11436,3,64.0,40.0,556625.0,483.5
2021,11530,1,53.0,83.0,987375.0,535.0
2021,11590,1,50.5,96.0,669374.5,391.0
2021,11691,7,80.5,39.5,506500.0,328.0
2021,11692,6,84.5,10.0,467447.0,354.0
2021,11693,7,62.0,21.0,585850.0,454.0
2021,11694,9,66.5,30.5,767250.0,566.5
2021,11718,1,52.5,6.0,852012.5,276.0
2021,11792,1,39.5,24.0,599970.0,287.5
2021,11793,1,28.0,43.0,633211.0,376.5
2021,11803,1,41.0,69.0,772875.0,413.5
2021,11959,1,126.0,32.0,3731249.5,930.0
2021,11968,1,108.5,272.5,3372500.0,950.0
2021,12468,1,67.5,7.0,313750.0,203.0
2021,12531,1,55.0,16.5,538125.0,220.5
2021,12561,1,54.0,37.5,457500.0,235.5
2021,12567,1,76.5,14.5,458125.0,240.0
2022,10001,6,78.5,97.5,2773500.0,1807.5
2022,10002,19,86.5,139.0,1402500.0,1844.0
2022,10003,10,64.5,224.5,1561875.0,1746.5
2022,10005,3,87.5,88.0,1499375.0,1320.5
2022,10006,1,88.5,30.0,1184375.0,1497.0
2022,10007,8,85.5,72.5,3972500.0,2106.0
2022,10009,15,55.0,62.0,1139375.0,1599.0
2022,10010,3,68.0,168.5,1916125.0,1882.0
2022,10011,9,64.0,326.0,2200250.0,1899.5
2022,10012,7,62.5,90.0,3732500.0,2033.5
2022,10013,9,84.5,177.0,4615625.0,2156.0
2022,10014,9,52.5,123.0,1890875.0,2195.5
2022,10016,20,82.5,374.5,1268750.0,1550.0
2022,10017,3,65.0,147.0,899500.0,1285.0
2022,10018,6,70.0,29.0,1400000.0,1431.5
2022,10019,7,87.0,312.0,1995375.0,1873.0
2022,10021,7,80.5,354.5,1541250.0,1330.0
2022,10022,9,83.5,514.0,1350000.0,1218.0
2022,10023,7,61.0,345.5,1905625.0,1965.0
2022,10024,9,71.0,234.0,2120000.0,1658.5
2022,10025,21,63.0,196.5,1297375.0,1317.0
2022,10026,3,87.0,96.0,1098875.0,1073.5
2022,10027,11,77.0,119.5,1171875.0,1175.0
2022,10028,13,83.0,231.5,1902250.0,1358.0
2022,10029,51,74.0,60.5,835500.0,973.0
2022,10030,6,77.0,39.5,760000.0,786.0
2022,10031,11,70.5,54.0,553500.0,721.5
2022,10032,16,70.0,44.0,598750.0,678.0
2022,10033,5,64.5,50.5,634000.0,691.0
2022,10034,4,81.5,39.5,399000.0,507.5
2022,10035,5,60.5,39.5,691625.0,803.0
2022,10036,5,79.0,148.5,1409500.0,1656.0
2022,10037,8,91.0,14.0,527500.0,778.5
2022,10038,7,59.5,75.0,1222500.0,1231.0
2022,10039,9,78.0,21.0,599987.5,758.0
2022,10040,3,77.0,26.0,509000.0,607.5
2022,10044,3,54.5,14.5,1008124.5,1039.0
2022,10065,37,92.0,318.5,1914750.0,1619.5
2022,10069,1,78.5,59.5,2462500.0,1745.5
2022,10075,6,84.5,189.0,1674375.0,1428.0
2022,10128,71,75.0,286.0,1547500.0,1384.0
2022,10280,2,60.0,33.0,860250.0,1147.0
2022,10301,27,65.5,105.5,556000.0,392.0
2022,10302,8,48.5,28.0,564475.0,370.5
2022,10303,9,63.0,54.0,476819.0,369.0
2022,10304,10,68.0,91.0,715612.5,451.0
2022,10305,9,60.0,84.0,664375.0,457.0
2022,10306,10,56.0,116.0,698472.0,478.0
2022,10307,5,55.5,27.0,786125.0,440.0
2022,10308,10,43.0,58.5,685075.0,435.5
2022,10309,9,53.5,50.0,780487.5,434.5
2022,10310,23,52.5,43.0,599800.0,434.0
2022,10312,20,38.5,111.0,738587.5,437.5
2022,10314,30,39.5,140.0,678000.0,457.0
2022,10451,10,84.5,27.0,274875.0,335.5
2022,10452,16,100.0,16.0,195500.0,253.5
2022,10453,13,62.5,8.0,456250.0,235.5
2022,10454,12,64.0,2.0,1014500.0,398.0
2022,10455,8,140.5,5.5,277250.0,264.0
2022,10456,21,82.5,24.5,271225.0,241.5
2022,10457,13,90.5,17.0,369725.0,301.0
2022,10458,13,94.0,30.5,245000.0,281.0
2022,10459,7,110.0,20.5,267250.0,261.5
2022,10460,20,81.5,16.5,177625.0,200.5
2022,10461,18,60.5,50.5,602000.0,376.5
2022,10462,21,65.0,103.5,234875.0,300.5
2022,10463,19,83.5,202.0,362500.0,348.0
2022,10464,4,68.5,14.5,591999.5,436.0
2022,10465,12,67.0,108.5,566875.0,415.0
2022,10466,22,65.0,43.5,563249.5,375.0
2022,10467,15,84.5,70.5,205112.5,223.0
2022,10468,23,82.0,53.5,205374.5,267.0
2022,10469,22,60.0,69.0,611975.0,370.5
2022,10470,3,55.5,19.0,308562.5,241.0
2022,10471,5,86.5,146.5,325000.0,353.0
2022,10472,27,66.5,7.0,372500.0,271.0
2022,10473,28,68.0,43.0,490700.0,373.0
2022,10474,8,54.0,1.0,142000.0,167.0
2022,10475,12,71.5,3.0,471000.0,392.0
2022,10514,1,30.5,21.5,1292000.0,411.0
2022,10524,1,67.0,16.0,1199750.0,380.0
2022,10530,1,37.5,44.5,284662.5,266.5
2022,10536,1,42.0,21.0,1149500.0,333.0
2022,10560,1,87.0,12.0,735625.0,367.0
2022,10566,1,50.5,50.0,306000.0,247.5
2022,10567,1,33.5,29.5,557805.5,294.5
2022,10583,3,48.0,132.5,1118000.0,428.0
2022,10588,1,27.0,3.0,549950.0,313.0
2022,10598,1,27.5,46.0,573875.0,322.0
2022,10605,1,42.0,52.5,409450.0,304.0
2022,10607,1,44.0,14.5,811750.0,356.0
2022,10701,2,63.0,78.0,249919.0,264.0
2022,10706,1,30.0,12.5,652000.0,438.5
2022,10708,1,59.5,126.0,349375.0,318.5
2022,10801,1,47.5,52.0,425625.0,272.0
2022,10803,1,45.5,27.0,758999.0,422.0
2022,10984,1,21.5,3.0,563250.0,296.5
2022,11003,2,52.0,55.5,650000.0,437.0
2022,11004,3,51.5,27.0,731368.0,519.5
2022,11021,1,83.5,130.0,470500.0,467.5
2022,11050,1,50.0,73.0,1184728.5,596.5
2022,11101,22,127.0,250.0,974651.5,1340.5
2022,11102,19,60.5,48.5,690625.0,1024.0
2022,11103,6,64.0,16.0,704125.0,901.0
2022,11104,11,71.0,33.0,419375.0,599.5
2022,11105,9,72.0,26.0,720000.0,807.0
2022,11106,18,88.5,45.5,603750.0,876.5
2022,11201,16,59.0,258.0,1449250.0,1417.0
2022,11203,5,73.0,58.5,648125.0,415.5
2022,11204,6,91.0,41.0,823750.0,739.0
2022,11205,5,43.0,29.5,893000.0,925.5
2022,11206,26,100.5,25.0,805750.0,1019.5
2022,11207,20,66.0,53.5,599750.0,464.0
2022,11208,26,76.5,39.5,699125.0,471.0
2022,11209,14,70.0,165.0,431200.0,528.5
2022,11210,5,82.0,77.5,740750.0,503.5
2022,11211,15,92.5,94.0,1460000.0,1437.5
2022,11212,15,87.5,19.5,599999.0,459.0
2022,11213,11,88.5,33.0,635250.0,605.5
2022,11214,6,79.0,95.0,610750.0,580.0
2022,11215,14,38.0,107.5,1548250.0,1251.0
2022,11216,15,51.0,43.5,1065500.0,951.5
2022,11217,3,54.5,62.0,1699750.0,1308.0
2022,11218,8,63.5,75.5,616875.0,648.0
2022,11219,1,77.0,57.5,697750.0,841.5
2022,11220,8,77.0,52.5,672125.0,803.5
2022,11221,23,67.0,77.5,882000.0,827.0
2022,11222,20,76.0,57.5,1446187.5,1288.0
2022,11223,13,83.5,77.5,597875.0,607.5
2022,11224,7,97.5,96.0,490500.0,460.5
2022,11225,6,66.5,57.0,758250.0,875.0
2022,11226,13,71.5,104.5,599562.5,841.0
2022,11228,10,74.0,46.5,1160666.5,755.5
2022,11229,18,76.5,161.0,480250.0,444.5
2022,11230,4,82.5,135.0,476312.5,525.5
2022,11231,11,43.5,53.0,2352000.0,1185.0
2022,11232,3,66.0,27.0,603000.0,735.0
2022,11233,16,69.0,50.5,795500.0,710.5
2022,11234,22,73.0,198.5,781375.0,522.0
2022,11235,18,86.5,256.0,499737.5,509.5
2022,11236,12,78.0,59.0,623337.5,477.0
2022,11237,7,56.0,13.5,789375.0,865.0
2022,11238,10,40.0,83.5,1281250.0,1241.5
2022,11239,1,59.0,2.0,521875.0,378.5
2022,11354,22,73.0,251.5,595000.0,689.5
2022,11355,10,67.0,229.5,636250.0,796.5
2022,11356,13,75.0,51.5,795125.0,685.5
2022,11357,10,69.0,156.5,849000.0,526.5
2022,11358,12,63.0,55.5,975250.0,659.0
2022,11359,1,55.0,1.0,329000.0,470.0
2022,11360,2,69.0,121.0,417250.0,435.0
2022,11361,11,57.0,57.0,711250.0,542.5
2022,11362,2,58.0,71.0,405250.0,487.5
2022,11363,1,79.0,23.0,1013250.0,590.5
2022,11364,10,65.0,129.0,348972.0,517.0
2022,11365,11,57.0,49.5,908500.0,646.0
2022,11366,4,61.5,18.5,1098333.0,703.5
2022,11367,14,69.5,114.5,373500.0,444.0
2022,11368,32,95.0,84.0,457000.0,575.5
2022,11369,18,79.5,69.5,349750.0,354.0
2022,11370,10,68.0,34.0,505500.0,634.5
2022,11372,18,82.5,236.0,389687.5,485.5
2022,11373,23,83.0,129.0,401249.5,499.5
2022,11374,12,76.5,224.5,388972.0,440.5
2022,11375,18,82.5,434.0,409722.0,462.0
2022,11377,27,76.5,133.0,467750.0,683.0
2022,11378,17,52.5,25.0,793000.0,600.0
2022,11379,12,57.0,46.0,805000.0,630.0
2022,11385,22,56.5,44.5,797000.0,601.0
2022,11411,4,61.0,32.5,649250.0,500.5
2022,11412,12,61.0,65.5,650000.0,427.0
2022,11413,8,59.5,60.0,657500.0,465.5
2022,11414,5,77.5,106.5,326000.0,394.5
2022,11415,3,69.0,79.5,311437.5,346.0
2022,11416,6,72.0,12.0,718987.5,525.0
2022,11417,7,60.0,28.0,699375.0,565.0
2022,11418,9,68.0,47.0,592750.0,515.5
2022,11419,4,67.0,23.0,753625.0,500.5
2022,11420,15,74.0,56.0,688500.0,550.0
2022,11421,10,73.5,53.0,635125.0,503.0
2022,11422,5,56.0,30.0,645375.0,417.5
2022,11423,7,68.5,48.0,689995.0,534.0
2022,11426,5,54.0,40.0,729749.0,505.5
2022,11427,3,82.5,60.0,316997.5,539.5
2022,11428,6,63.0,22.5,749000.0,488.5
2022,11429,6,64.0,40.5,673750.0,452.0
2022,11432,8,79.5,100.5,421625.0,494.0
2022,11433,7,74.5,40.5,649749.5,459.5
2022,11434,22,72.0,74.0,615737.5,475.5
2022,11435,10,78.0,93.5,299000.0,337.0
2022,11436,12,75.0,33.5,617249.5,490.0
2022,11561,2,66.0,115.0,799000.0,512.5
2022,11577,1,56.0,28.0,1224500.0,530.0
2022,11581,1,45.5,33.5,697937.5,433.5
2022,11691,27,74.5,32.0,580250.0,376.0
2022,11692,9,83.5,12.0,543750.0,339.0
2022,11693,7,69.5,26.5,625500.0,491.0
2022,11694,3,59.0,41.0,850000.0,595.0
2022,11697,2,57.0,2.0,1169000.0,659.0
2022,11710,1,36.0,53.0,702224.5,398.5
2022,11727,1,37.0,56.0,434000.0,260.5
2022,11803,2,37.0,59.5,849999.0,446.5
2022,11971,1,53.0,23.5,1453125.0,623.0
2022,12148,1,42.0,5.5,480562.5,186.0
2022,12477,1,68.5,54.5,449000.0,263.0
2022,12549,1,58.5,25.5,497500.0,228.0
2022,12719,1,68.0,7.5,372750.0,223.5
2022,12845,1,82.5,37.5,599000.0,357.0
2023,10001,2,72.0,86.5,2603750.0,1799.5
2023,10002,13,87.0,112.0,1495000.0,1825.5
2023,10003,8,68.5,255.5,1696250.0,1693.5
2023,10004,1,68.0,37.0,1086125.0,1245.0
2023,10005,1,90.5,96.0,1400000.0,1306.5
2023,10006,1,80.5,46.0,1240000.0,1539.0
2023,10009,12,59.0,60.5,1097000.0,1527.5
2023,10010,5,74.5,174.0,1856500.0,1736.0
2023,10011,10,80.5,363.0,2420000.0,1956.5
2023,10012,5,81.5,104.5,3275000.0,1988.0
2023,10013,6,81.5,195.5,4824375.0,2123.5
2023,10014,7,63.5,136.5,2365000.0,2387.5
2023,10016,16,78.0,362.0,1153125.0,1410.0
2023,10017,7,74.5,173.5,848125.0,1269.0
2023,10018,2,88.5,31.0,1698625.0,1550.5
2023,10019,20,92.0,356.0,2000000.0,1882.5
2023,10021,3,83.5,377.0,1841687.5,1411.5
2023,10022,7,93.5,570.5,1498250.0,1321.0
2023,10023,9,72.5,380.0,1813250.0,1857.5
2023,10024,12,73.5,283.0,2047500.0,1572.0
2023,10025,12,68.0,243.5,1298500.0,1335.0
2023,10026,13,76.5,89.5,1089375.0,1024.5
2023,10027,19,90.0,118.5,1170250.0,1034.0
2023,10028,15,78.0,245.5,1997000.0,1441.5
2023,10029,44,80.0,63.5,842969.0,968.5
2023,10030,12,83.0,41.0,813125.0,790.0
2023,10031,11,73.0,50.0,562250.0,631.0
2023,10032,10,91.0,38.0,618500.0,702.0
2023,10033,10,64.5,44.5,652000.0,680.0
2023,10034,11,70.5,29.0,436875.0,528.0
2023,10035,8,82.0,43.5,653125.0,762.0
2023,10036,12,96.5,95.5,1431250.0,1621.5
2023,10037,5,82.5,16.0,394975.0,741.0
2023,10038,8,63.5,75.0,1174375.0,1163.0
2023,10039,8,59.5,19.0,656250.0,742.0
2023,10040,2,62.0,28.0,541500.0,615.0
2023,10044,6,51.0,15.0,966250.0,845.5
2023,10065,37,88.5,312.5,2201000.0,1645.0
2023,10069,1,77.0,60.0,2340000.0,1649.0
2023,10075,6,87.0,204.5,1847500.0,1566.0
2023,10128,43,77.5,306.5,1801250.0,1393.5
2023,10280,2,67.0,27.0,885000.0,1239.5
2023,10282,1,41.5,8.0,3099500.0,1963.5
2023,10301,22,80.0,93.5,559097.0,411.5
2023,10302,9,60.5,25.5,580062.0,394.5
2023,10303,20,74.0,48.0,499250.0,372.5
2023,10304,22,62.5,89.0,648500.0,455.5
2023,10305,14,62.0,76.5,656944.0,446.0
2023,10306,20,60.5,100.0,697500.0,464.0
2023,10307,8,62.5,26.5,799472.0,468.0
2023,10308,13,45.5,39.0,689000.0,461.0
2023,10309,18,57.0,50.5,785443.5,425.0
2023,10310,15,64.5,40.0,558500.0,411.0
2023,10312,34,50.5,105.0,750875.0,426.0
2023,10314,34,53.0,129.0,673500.0,443.0
2023,10451,18,94.0,33.0,278750.0,347.0
2023,10452,20,80.5,13.5,204825.0,243.5
2023,10453,14,121.5,6.0,497500.0,278.0
2023,10454,5,64.5,4.0,687999.5,357.5
2023,10455,10,78.5,8.0,274000.0,288.5
2023,10456,19,96.5,17.0,299750.0,226.5
2023,10457,12,63.5,14.5,576250.0,354.5
2023,10458,28,79.5,35.0,245000.0,260.0
2023,10459,12,93.0,12.0,311000.0,286.5
2023,10460,22,79.0,19.0,172675.0,198.0
2023,10461,12,63.0,37.0,624700.0,367.5
2023,10462,16,65.0,78.0,218750.0,304.5
2023,10463,9,87.5,219.5,351725.0,354.0
2023,10465,18,70.5,76.5,561250.0,409.5
2023,10466,10,75.0,42.0,578125.0,397.0
2023,10467,15,99.5,66.0,199999.0,217.0
2023,10468,20,84.5,51.5,202250.0,256.0
2023,10469,17,68.5,61.0,599575.0,386.5
2023,10470,7,60.0,17.0,251875.0,231.0
2023,10471,3,90.0,137.5,315000.0,336.5
2023,10472,32,56.5,6.5,646987.0,335.0
2023,10473,18,77.0,40.5,482500.0,365.0
2023,10474,2,136.0,3.0,598000.0,259.0
2023,10475,6,62.5,4.5,401000.0,376.0
2023,10504,1,58.5,29.5,2008239.0,484.0
2023,10514,1,42.0,36.0,1480496.5,473.0
2023,10523,1,48.0,7.5,607862.5,371.0
2023,10552,1,64.0,74.5,170624.5,188.0
2023,10583,1,50.0,98.5,1403125.0,480.5
2023,10590,1,37.5,14.5,826250.0,341.5
2023,10606,1,44.5,18.0,474500.0,363.5
2023,10607,1,42.5,11.0,696975.0,368.5
2023,10701,2,63.5,61.5,259975.0,247.0
2023,10704,2,49.0,42.5,200499.0,231.5
2023,10705,1,72.5,39.0,273125.0,225.5
2023,10710,1,52.0,53.0,394425.0,297.0
2023,10801,2,48.0,40.0,411500.0,283.0
2023,10803,1,62.0,24.5,914250.0,442.5
2023,10917,1,41.0,4.0,495987.5,253.0
2023,10926,1,34.5,4.5,366612.5,250.0
2023,11001,3,55.0,33.0,780500.0,481.5
2023,11004,2,49.5,27.5,427450.0,495.5
2023,11040,3,49.0,61.5,897000.0,542.0
2023,11101,21,87.0,259.5,1001770.5,1345.5
2023,11102,6,76.0,41.5,722487.5,1020.5
2023,11103,10,73.0,29.0,698875.0,909.0
2023,11104,12,62.5,26.5,471000.0,657.0
2023,11105,12,66.0,33.5,695625.0,800.5
2023,11106,7,101.5,62.0,696125.0,1036.0
2023,11109,4,56.0,13.5,756124.5,823.5
2023,11201,23,62.5,233.5,1690000.0,1495.0
2023,11203,14,83.5,55.0,673750.0,461.5
2023,11204,10,80.0,44.5,802750.0,772.0
2023,11205,4,51.0,41.0,944375.0,949.5
2023,11206,23,63.0,18.5,880000.0,1004.0
2023,11207,33,84.0,60.5,620000.0,463.5
2023,11208,49,93.5,42.0,622875.0,451.5
2023,11209,18,77.0,181.0,436750.0,528.0
2023,11210,3,74.0,65.0,672500.0,559.5
2023,11211,12,63.0,79.5,1368750.0,1448.5
2023,11212,29,90.0,21.5,599750.0,446.0
2023,11213,9,81.0,29.0,757333.0,630.5
2023,11214,17,78.5,87.5,577625.0,533.0
2023,11215,12,40.5,108.5,1711250.0,1249.5
2023,11216,9,62.0,47.0,1336375.0,959.5
2023,11217,13,48.5,63.5,2021250.0,1419.5
2023,11218,6,61.5,66.0,623750.0,652.0
2023,11220,11,91.5,42.5,629375.0,714.0
2023,11221,21,67.5,70.5,995375.0,910.5
2023,11222,9,59.0,54.0,1456750.0,1282.0
2023,11223,16,87.0,63.0,604625.0,662.5
2023,11224,23,90.5,66.0,474500.0,447.0
2023,11225,15,68.0,49.5,834375.0,825.0
2023,11226,13,66.0,86.5,625000.0,785.5
2023,11228,8,78.5,51.5,1158562.0,739.5
2023,11229,11,82.0,153.0,537500.0,475.0
2023,11230,6,81.5,135.0,502875.0,567.0
2023,11231,18,45.5,56.5,2440250.0,1198.5
2023,11232,6,65.0,20.5,597250.0,763.0
2023,11233,15,92.5,44.0,825250.0,715.0
2023,11234,16,88.0,199.5,764000.0,527.5
2023,11235,14,87.0,233.5,561125.0,569.5
2023,11236,15,85.0,57.0,635000.0,469.0
2023,11237,9,66.5,14.0,753625.0,953.0
2023,11238,18,46.5,73.5,1200000.0,1198.0
2023,11239,7,55.0,1.0,420000.0,365.0
2023,11354,17,81.0,296.0,658000.0,853.5
2023,11355,14,70.5,264.0,657500.0,890.0
2023,11356,15,84.5,44.5,793944.0,631.5
2023,11357,10,76.5,159.5,778500.0,503.0
2023,11358,5,54.0,52.0,998250.0,644.5
2023,11360,5,77.0,132.5,459625.0,579.0
2023,11361,5,82.0,59.0,801472.0,614.0
2023,11362,6,59.5,57.0,403500.0,478.0
2023,11363,3,73.5,24.0,1006333.0,541.5
2023,11364,12,65.5,113.5,347250.0,536.0
2023,11365,18,57.0,44.0,899874.0,664.0
2023,11366,7,64.5,19.0,1010500.0,696.0
2023,11367,6,78.0,111.0,409000.0,468.0
2023,11368,35,80.5,68.0,394250.0,507.0
2023,11369,13,89.5,58.5,450750.0,353.0
2023,11370,8,94.0,25.5,786975.0,648.5
2023,11372,22,83.0,188.0,386812.5,469.0
2023,11373,28,85.0,136.0,396625.0,475.5
2023,11374,9,85.0,209.0,398111.0,468.5
2023,11375,26,82.0,375.0,421944.0,467.5
2023,11377,37,76.5,134.0,460875.0,707.5
2023,11378,8,63.5,30.0,799687.5,569.0
2023,11379,10,59.0,34.0,854500.0,633.5
2023,11385,19,72.0,42.5,819125.0,576.0
2023,11411,7,66.5,33.0,600000.0,423.5
2023,11412,9,80.0,58.5,655250.0,412.0
2023,11413,11,84.0,69.5,662057.5,469.5
2023,11414,4,72.0,91.5,393249.5,395.5
2023,11415,6,84.0,73.5,328250.0,383.0
2023,11416,4,50.5,8.0,698249.5,451.5
2023,11417,8,62.5,27.5,702124.5,570.0
2023,11418,13,70.5,48.0,649500.0,511.5
2023,11419,2,73.0,22.0,716375.0,562.5
2023,11420,8,81.0,47.0,675250.0,513.0
2023,11421,17,72.0,43.0,661125.0,479.5
2023,11422,6,80.0,33.5,668625.0,436.0
