,ADULT SERVICES,CAMPS,CHILD SERVICES AND WELFARE,"CITY AGENCY PARKING, MAINTENANCE, AND STORAGE",CULTURAL INSTITUTIONS,DAY CARE AND PRE-KINDERGARTEN,EMERGENCY SERVICES,HEALTH CARE,HIGHER EDUCATION,HISTORICAL SITES,HUMAN SERVICES,JUSTICE AND CORRECTIONS,LIBRARIES,MATERIAL SUPPLIES AND MARKETS,"OFFICES, TRAINING, AND TESTING",OTHER PROPERTY,PARKS AND PLAZAS,PUBLIC SAFETY,SCHOOLS (K-12),SOLID WASTE,TELECOMMUNICATIONS,TRANSPORTATION,VOCATIONAL AND PROPRIETARY SCHOOLS,WATER AND WASTEWATER,YOUTH SERVICES,zip,revised_market_value,Cluster
99,0.0,0.0,16.0,4.0,6.0,26.0,1.0,10.0,2.0,7.0,20.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,30.0,10.0,0.0,28.0,2.0,1.0,25.0,10468.0,1124800.0,1
100,0.0,1.0,15.0,1.0,3.0,28.0,2.0,19.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,24.0,15.0,0.0,10.0,2.0,1.0,25.0,10469.0,1824873.0158730159,1
101,0.0,0.0,5.0,2.0,1.0,4.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,9.0,1.0,0.0,4.0,10470.0,830727.2727272727,3
102,0.0,7.0,7.0,0.0,6.0,23.0,1.0,13.0,2.0,11.0,2.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,16.0,4.0,0.0,7.0,1.0,2.0,8.0,10471.0,4231745.647058823,1
103,0.0,0.0,14.0,2.0,1.0,22.0,0.0,6.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,25.0,10.0,0.0,12.0,0.0,1.0,36.0,10472.0,508250.0,1
104,0.0,1.0,19.0,5.0,2.0,18.0,2.0,8.0,0.0,0.0,21.0,0.0,2.0,0.0,1.0,1.0,19.0,1.0,31.0,15.0,0.0,25.0,0.0,2.0,50.0,10473.0,439334.94444444444,1
105,1.0,0.0,9.0,3.0,4.0,4.0,1.0,7.0,0.0,2.0,10.0,2.0,0.0,1.0,1.0,0.0,9.0,0.0,9.0,37.0,0.0,22.0,0.0,7.0,20.0,10474.0,661000.0,1
106,0.0,0.0,10.0,4.0,2.0,9.0,1.0,7.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,18.0,11.0,0.0,31.0,0.0,2.0,27.0,10475.0,506000.2,1
107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10518.0,815555.0,3
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10532.0,2500000.0,3
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10550.0,2490666.6666666665,3
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10605.0,334742.5,3
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10801.0,3974250.0,3
112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,11001.0,5583347.586206896,3
113,0.0,0.0,2.0,0.0,1.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,11004.0,7515832.0,3
114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11040.0,7261094.425,3
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11096.0,0.0,3
116,3.0,2.0,20.0,15.0,27.0,46.0,4.0,31.0,2.0,6.0,29.0,3.0,3.0,0.0,18.0,0.0,23.0,3.0,27.0,21.0,0.0,94.0,4.0,0.0,68.0,11101.0,11950522.468085106,0
117,2.0,0.0,9.0,1.0,5.0,23.0,2.0,5.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,9.0,13.0,0.0,12.0,0.0,0.0,31.0,11102.0,956768.447368421,1
118,0.0,0.0,5.0,0.0,5.0,12.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,13.0,0.0,9.0,2.0,0.0,10.0,11103.0,1067158.3461538462,3
119,1.0,0.0,3.0,0.0,7.0,12.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,19.0,11104.0,2474312.086956522,3
120,0.0,1.0,3.0,1.0,14.0,21.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,8.0,5.0,0.0,20.0,0.0,2.0,7.0,11105.0,2138163.6363636362,3
121,4.0,0.0,11.0,2.0,13.0,14.0,0.0,11.0,0.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,13.0,24.0,0.0,10.0,1.0,0.0,33.0,11106.0,7108606.3,1
122,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,11109.0,18339189.6,3
124,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11202.0,1576500.0,3
125,0.0,2.0,32.0,0.0,8.0,54.0,2.0,45.0,1.0,5.0,25.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,40.0,12.0,0.0,11.0,3.0,0.0,62.0,11203.0,521349.1194029851,1
126,2.0,2.0,14.0,2.0,1.0,60.0,1.0,14.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,53.0,3.0,0.0,7.0,7.0,0.0,36.0,11204.0,1754170.5190839695,1
127,0.0,0.0,14.0,5.0,22.0,26.0,3.0,33.0,2.0,9.0,8.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,36.0,5.0,0.0,15.0,0.0,2.0,45.0,11205.0,1224267.6363636365,1
128,3.0,2.0,28.0,1.0,10.0,43.0,2.0,48.0,1.0,5.0,41.0,0.0,2.0,0.0,1.0,0.0,36.0,1.0,53.0,15.0,0.0,17.0,1.0,0.0,87.0,11206.0,1042314.8333333334,0
129,1.0,0.0,48.0,6.0,9.0,48.0,4.0,62.0,0.0,6.0,37.0,0.0,3.0,0.0,2.0,0.0,58.0,1.0,55.0,37.0,0.0,53.0,0.0,1.0,83.0,11207.0,649762.3076923077,0
130,1.0,4.0,24.0,14.0,4.0,46.0,2.0,13.0,0.0,7.0,21.0,0.0,1.0,0.0,3.0,1.0,29.0,1.0,39.0,21.0,0.0,25.0,3.0,1.0,55.0,11208.0,465295.0,0
131,0.0,3.0,8.0,0.0,12.0,43.0,1.0,8.0,0.0,5.0,5.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,19.0,5.0,0.0,7.0,4.0,0.0,43.0,11209.0,2478414.8169934643,1
132,2.0,2.0,18.0,0.0,6.0,38.0,1.0,20.0,1.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,20.0,4.0,0.0,6.0,1.0,0.0,30.0,11210.0,2732171.974683544,1
133,0.0,3.0,21.0,1.0,16.0,54.0,5.0,13.0,0.0,8.0,13.0,0.0,2.0,0.0,1.0,0.0,43.0,1.0,33.0,17.0,0.0,31.0,1.0,0.0,42.0,11211.0,573469.1914893617,1
134,1.0,1.0,51.0,0.0,4.0,43.0,2.0,30.0,0.0,1.0,45.0,1.0,3.0,0.0,1.0,0.0,39.0,2.0,54.0,19.0,0.0,10.0,0.0,0.0,100.0,11212.0,421576.92307692306,0
135,0.0,4.0,28.0,3.0,11.0,49.0,1.0,26.0,0.0,5.0,13.0,0.0,2.0,0.0,1.0,0.0,9.0,1.0,33.0,19.0,0.0,9.0,0.0,0.0,41.0,11213.0,1068842.857142857,1
136,3.0,1.0,13.0,4.0,7.0,31.0,2.0,12.0,0.0,3.0,9.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,24.0,11.0,0.0,9.0,7.0,1.0,42.0,11214.0,1590513.1907894737,1
137,3.0,13.0,16.0,4.0,55.0,64.0,3.0,14.0,0.0,16.0,7.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,26.0,20.0,0.0,33.0,0.0,0.0,39.0,11215.0,2932457.758426966,1
138,0.0,6.0,34.0,1.0,14.0,25.0,1.0,23.0,1.0,7.0,32.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,27.0,30.0,0.0,7.0,2.0,0.0,61.0,11216.0,549738.2,1
139,0.0,2.0,13.0,0.0,71.0,23.0,2.0,17.0,0.0,9.0,24.0,0.0,1.0,0.0,2.0,2.0,18.0,1.0,19.0,13.0,0.0,24.0,3.0,4.0,45.0,11217.0,1258110.9680851065,1
140,1.0,2.0,16.0,0.0,20.0,49.0,2.0,11.0,1.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,41.0,13.0,0.0,12.0,1.0,0.0,28.0,11218.0,1784361.4945054946,1
141,1.0,0.0,17.0,0.0,1.0,103.0,2.0,35.0,0.0,3.0,16.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,60.0,5.0,0.0,23.0,1.0,0.0,35.0,11219.0,1414942.0191082803,1
142,6.0,1.0,18.0,1.0,8.0,59.0,3.0,31.0,0.0,3.0,20.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,21.0,9.0,0.0,19.0,5.0,3.0,49.0,11220.0,1075806.7571428572,1
143,0.0,1.0,38.0,11.0,4.0,53.0,4.0,12.0,0.0,5.0,31.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,49.0,28.0,0.0,6.0,0.0,0.0,56.0,11221.0,777976.3658536585,0
144,1.0,3.0,6.0,3.0,18.0,12.0,1.0,3.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,8.0,31.0,0.0,28.0,0.0,3.0,25.0,11222.0,1558885.642857143,1
145,1.0,2.0,11.0,1.0,0.0,49.0,1.0,22.0,0.0,5.0,14.0,0.0,3.0,0.0,3.0,0.0,12.0,1.0,27.0,5.0,0.0,24.0,1.0,2.0,31.0,11223.0,1296031.6078431373,1
146,3.0,5.0,22.0,5.0,9.0,27.0,2.0,25.0,0.0,4.0,30.0,0.0,1.0,0.0,2.0,1.0,19.0,2.0,14.0,6.0,0.0,41.0,0.0,0.0,42.0,11224.0,8887171.676056338,0
147,0.0,3.0,19.0,3.0,17.0,36.0,1.0,6.0,1.0,5.0,16.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,26.0,9.0,0.0,12.0,1.0,0.0,35.0,11225.0,1281219.2307692308,1
148,1.0,2.0,25.0,1.0,10.0,43.0,1.0,25.0,0.0,12.0,26.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,27.0,12.0,0.0,16.0,4.0,0.0,40.0,11226.0,2053135.5263157894,1
149,0.0,1.0,4.0,0.0,1.0,28.0,1.0,7.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,15.0,11228.0,1274777.024691358,3
150,0.0,5.0,12.0,0.0,2.0,45.0,2.0,35.0,0.0,4.0,12.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,29.0,3.0,0.0,3.0,11.0,0.0,41.0,11229.0,1756627.0568181819,1
151,1.0,1.0,9.0,0.0,7.0,53.0,1.0,43.0,1.0,2.0,20.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,48.0,5.0,0.0,11.0,4.0,0.0,32.0,11230.0,1624261.0579710144,1
152,0.0,5.0,8.0,5.0,26.0,28.0,3.0,11.0,1.0,4.0,10.0,2.0,3.0,0.0,0.0,1.0,20.0,2.0,15.0,9.0,0.0,25.0,0.0,0.0,34.0,11231.0,859019.8383233533,1
153,5.0,0.0,5.0,9.0,11.0,18.0,1.0,13.0,0.0,5.0,9.0,1.0,0.0,2.0,3.0,1.0,5.0,1.0,16.0,18.0,0.0,22.0,1.0,0.0,54.0,11232.0,1170915.7,1
154,0.0,1.0,36.0,4.0,5.0,30.0,5.0,27.0,0.0,3.0,42.0,0.0,2.0,0.0,0.0,1.0,41.0,0.0,30.0,30.0,0.0,7.0,0.0,0.0,59.0,11233.0,715752.2105263158,0
155,0.0,4.0,15.0,3.0,6.0,33.0,2.0,18.0,0.0,5.0,18.0,0.0,3.0,0.0,5.0,0.0,19.0,0.0,18.0,23.0,0.0,19.0,0.0,2.0,40.0,11234.0,1317274.7149758453,1
156,2.0,4.0,19.0,1.0,8.0,66.0,2.0,28.0,1.0,3.0,12.0,0.0,2.0,0.0,1.0,0.0,13.0,1.0,37.0,6.0,0.0,15.0,5.0,6.0,22.0,11235.0,2013946.7621621622,1
157,0.0,3.0,34.0,10.0,2.0,40.0,3.0,19.0,0.0,0.0,17.0,0.0,2.0,0.0,4.0,1.0,12.0,2.0,40.0,20.0,0.0,31.0,2.0,0.0,44.0,11236.0,1124224.3529411764,0
158,4.0,1.0,7.0,8.0,5.0,20.0,2.0,11.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,17.0,35.0,0.0,14.0,1.0,1.0,54.0,11237.0,1062902.4137931035,1
159,0.0,5.0,12.0,2.0,27.0,40.0,1.0,27.0,2.0,13.0,11.0,0.0,2.0,0.0,2.0,0.0,21.0,2.0,23.0,17.0,0.0,38.0,2.0,0.0,49.0,11238.0,1800494.9830508474,1
160,0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,28.0,11239.0,1768000.0,3
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11241.0,3166666.6666666665,3
162,0.0,0.0,10.0,4.0,15.0,25.0,1.0,13.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,19.0,3.0,0.0,41.0,1.0,0.0,16.0,11249.0,829705.3278688524,1
163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11352.0,658494.75,3
164,0.0,3.0,12.0,12.0,12.0,40.0,2.0,19.0,0.0,12.0,11.0,0.0,1.0,0.0,7.0,0.0,13.0,1.0,13.0,18.0,0.0,42.0,22.0,0.0,23.0,11354.0,2854214.8969072164,1
165,3.0,6.0,12.0,0.0,8.0,36.0,1.0,17.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,13.0,3.0,0.0,19.0,2.0,1.0,40.0,11355.0,1597784.5658914729,1
166,0.0,0.0,1.0,1.0,2.0,6.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,3.0,7.0,0.0,10.0,0.0,3.0,4.0,11356.0,6383670.814814814,3
167,0.0,1.0,3.0,0.0,2.0,22.0,1.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,3.0,0.0,3.0,2.0,1.0,8.0,11357.0,2686385.42248062,3
168,0.0,4.0,8.0,0.0,6.0,24.0,1.0,6.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,6.0,3.0,0.0,6.0,11358.0,1203896.347457627,3
169,0.0,1.0,2.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,8.0,11360.0,2143640.6721311477,3
170,1.0,1.0,10.0,1.0,1.0,19.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,9.0,3.0,0.0,5.0,0.0,0.0,8.0,11361.0,976231.5375,3
171,0.0,4.0,3.0,0.0,1.0,16.0,0.0,8.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,4.0,11362.0,4445748.966666667,3
172,0.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,11363.0,2793839.8378378376,3
173,0.0,1.0,7.0,0.0,3.0,21.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,13.0,2.0,0.0,1.0,0.0,1.0,8.0,11364.0,7016710.372881356,3
174,0.0,1.0,6.0,3.0,1.0,20.0,1.0,11.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,13.0,3.0,0.0,7.0,0.0,1.0,12.0,11365.0,784082.734939759,3
175,1.0,2.0,3.0,0.0,1.0,19.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,0.0,1.0,0.0,3.0,10.0,11366.0,916202.6904761905,3
176,0.0,4.0,11.0,0.0,6.0,33.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,13.0,4.0,0.0,2.0,0.0,1.0,28.0,11367.0,2650386.0875,1
177,1.0,0.0,16.0,1.0,5.0,45.0,2.0,14.0,0.0,4.0,14.0,0.0,3.0,2.0,4.0,0.0,19.0,2.0,17.0,10.0,0.0,14.0,0.0,2.0,20.0,11368.0,1744590.2470588235,1
178,0.0,2.0,4.0,1.0,4.0,19.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,6.0,5.0,0.0,14.0,1.0,0.0,9.0,11369.0,8170029.411764706,3
179,0.0,1.0,1.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,11.0,0.0,0.0,2.0,0.0,11.0,0.0,7.0,2.0,0.0,6.0,0.0,1.0,4.0,11370.0,708112.6363636364,3
180,3.0,4.0,7.0,0.0,15.0,25.0,1.0,16.0,0.0,2.0,16.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,10.0,5.0,0.0,10.0,3.0,0.0,42.0,11372.0,3445869.339285714,1
181,0.0,1.0,14.0,2.0,6.0,41.0,2.0,24.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,21.0,1.0,26.0,9.0,0.0,17.0,7.0,0.0,51.0,11373.0,2205014.04,1
182,0.0,2.0,2.0,0.0,3.0,31.0,0.0,10.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,2.0,0.0,18.0,5.0,1.0,7.0,11374.0,7247252.414285715,3
183,4.0,4.0,5.0,3.0,7.0,40.0,1.0,28.0,1.0,3.0,22.0,0.0,3.0,0.0,6.0,0.0,9.0,1.0,19.0,4.0,0.0,25.0,7.0,0.0,45.0,11375.0,3269703.6129032257,1
184,0.0,0.0,8.0,6.0,13.0,39.0,3.0,21.0,0.0,0.0,14.0,0.0,1.0,0.0,2.0,0.0,26.0,0.0,15.0,24.0,0.0,19.0,3.0,1.0,36.0,11377.0,2818152.5344827585,1
185,0.0,0.0,2.0,8.0,2.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,1.0,7.0,10.0,0.0,24.0,0.0,0.0,10.0,11378.0,862422.309859155,3
186,0.0,2.0,4.0,4.0,2.0,18.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,11.0,1.0,0.0,4.0,1.0,0.0,13.0,11379.0,669648.275510204,3
187,0.0,2.0,12.0,1.0,8.0,30.0,2.0,11.0,0.0,22.0,10.0,0.0,2.0,0.0,1.0,0.0,19.0,2.0,19.0,13.0,0.0,23.0,5.0,0.0,46.0,11385.0,827112.7591240876,1
188,0.0,0.0,14.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,9.0,11411.0,423500.0,3
189,0.0,3.0,19.0,0.0,8.0,18.0,1.0,3.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,11.0,7.0,0.0,1.0,0.0,2.0,19.0,11412.0,445933.82352941175,1
190,0.0,1.0,10.0,0.0,6.0,27.0,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,18.0,6.0,0.0,12.0,0.0,5.0,23.0,11413.0,478236.84210526315,1
191,0.0,1.0,2.0,0.0,1.0,13.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,8.0,1.0,0.0,1.0,0.0,4.0,9.0,11414.0,2432652.6761904764,3
192,0.0,1.0,4.0,2.0,1.0,13.0,0.0,4.0,0.0,3.0,11.0,5.0,0.0,0.0,19.0,0.0,4.0,0.0,5.0,4.0,0.0,6.0,1.0,2.0,9.0,11415.0,842913.9285714285,3
193,0.0,1.0,1.0,0.0,0.0,14.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,2.0,0.0,12.0,0.0,0.0,7.0,11416.0,698562.5,3
194,0.0,0.0,4.0,1.0,0.0,10.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,8.0,4.0,0.0,18.0,1.0,0.0,10.0,11417.0,554525.5370370371,3
195,0.0,0.0,4.0,2.0,4.0,15.0,2.0,38.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,12.0,0.0,11.0,1.0,5.0,11.0,11418.0,1942287.3134328357,1
196,0.0,0.0,7.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,2.0,2.0,1.0,11.0,11419.0,469101.69491525425,3
197,0.0,0.0,10.0,2.0,1.0,17.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,15.0,3.0,0.0,10.0,0.0,8.0,15.0,11420.0,560351.724137931,3
198,0.0,0.0,4.0,0.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,5.0,1.0,0.0,10.0,11421.0,1266205.8823529412,3
199,0.0,2.0,3.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,9.0,4.0,0.0,5.0,0.0,2.0,8.0,11422.0,1453771.2142857143,3
200,0.0,2.0,8.0,0.0,0.0,12.0,1.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,7.0,8.0,0.0,12.0,2.0,4.0,8.0,11423.0,2031017.7051282052,3
201,0.0,3.0,4.0,1.0,0.0,9.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,9.0,11426.0,2477533.3333333335,3
202,0.0,2.0,3.0,0.0,3.0,8.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,3.0,0.0,0.0,0.0,2.0,5.0,11427.0,3929600.0,3
203,0.0,0.0,6.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,4.0,0.0,2.0,1.0,2.0,5.0,11428.0,860712.7361111111,3
204,0.0,0.0,3.0,1.0,0.0,16.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,4.0,0.0,14.0,1.0,4.0,3.0,11429.0,444459.67741935485,3
205,1.0,5.0,22.0,0.0,10.0,45.0,2.0,46.0,1.0,6.0,39.0,0.0,5.0,0.0,7.0,0.0,7.0,1.0,32.0,12.0,0.0,19.0,15.0,4.0,43.0,11432.0,1023557.869047619,1
206,0.0,1.0,30.0,9.0,5.0,14.0,1.0,6.0,2.0,6.0,13.0,0.0,1.0,0.0,15.0,0.0,12.0,1.0,10.0,19.0,0.0,23.0,2.0,6.0,24.0,11433.0,452194.67741935485,1
207,0.0,3.0,26.0,4.0,8.0,41.0,0.0,16.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,19.0,18.0,0.0,30.0,0.0,1.0,53.0,11434.0,636060.6060606061,1
208,0.0,4.0,24.0,2.0,4.0,29.0,1.0,64.0,0.0,1.0,19.0,2.0,1.0,0.0,6.0,0.0,9.0,0.0,8.0,7.0,0.0,37.0,2.0,1.0,16.0,11435.0,698255.5961538461,1
209,0.0,0.0,7.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,5.0,0.0,5.0,0.0,3.0,2.0,11436.0,444612.625,3
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11580.0,1745909.0909090908,3
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11590.0,6072561.035714285,3
212,0.0,4.0,18.0,1.0,3.0,23.0,2.0,55.0,0.0,4.0,30.0,0.0,2.0,0.0,1.0,0.0,28.0,2.0,34.0,18.0,0.0,12.0,1.0,0.0,49.0,11691.0,660043.5,1
213,0.0,1.0,10.0,1.0,0.0,10.0,0.0,9.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,3.0,2.0,0.0,9.0,0.0,0.0,18.0,11692.0,594807.8260869565,3
214,0.0,0.0,6.0,1.0,0.0,6.0,1.0,4.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,6.0,11693.0,481014.28571428574,3
215,0.0,0.0,4.0,3.0,1.0,8.0,2.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,12.0,2.0,0.0,6.0,0.0,4.0,17.0,11694.0,759146.4871794871,3
